,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
D1,0.0,23.988358838178744,6.703733748601222,3.540316093988652,17.059423956683826,12.061419131918619,14.355015782790085,8.52967006737673,2.2345978389372716,22.417663541628123,10.020121740995846,19.602398863908366,17.04347913710006,6.965999405161629,5.357280290497125,16.241139908917564,14.6090915859651,10.731543702119106,8.79010420105895,15.064731975052936,18.026548650482862,21.466030307370833,20.642744734299864,2.352823908076272,11.693318366664457,5.255510792542658,16.303589069174244,21.707161484034593,15.693368483465623,11.482771772028519,6.001821497885062,4.5193837363312355,6.295781604128771,13.88944244823805,4.434030921810111,19.84418262803286
D2,23.988358838178744,0.0,29.602994074877213,21.144437480046516,8.529865378150138,12.78057640009881,9.641787336462093,15.853902412656154,22.251176036916494,1.585393084717427,14.26851503826498,5.0101600533448165,6.954028173414042,17.264402157364394,19.251680103654845,7.76086225606461,13.859652215791433,14.035363308450735,20.38772963692381,14.33227294541718,9.311518130320216,3.1833049260012567,9.728755626180662,24.48434054107411,12.297985970505925,21.116483005448494,7.7341315501989145,2.3337415128330457,8.9874700734363,13.443708785193387,20.019320855126246,23.415173806145432,25.209405579685644,10.226698875026395,21.697936709558665,4.91742452914328
D3,6.703733748601222,29.602994074877213,0.0,8.529555090606435,23.3727394304265,18.455857084764123,20.040080111229376,14.928352901676044,8.938331587480612,28.07789580582951,16.296719733009912,25.5889243702282,22.689333055450422,12.386366129409478,11.989433230315377,21.88351192913563,21.29059872406683,17.16558082511383,10.765819477906614,21.762302927711882,24.504097117895384,26.814805375612647,27.204706571802543,8.074853428563573,17.548530300662,11.869181497352999,21.879202343896097,27.413595903314718,21.877722480671302,17.925044006816886,9.726557826380878,10.57100638633644,5.388534923760893,19.37868033841744,11.020826490213977,25.85383614949275
D4,3.540316093988652,21.144437480046516,8.529555090606435,0.0,14.928500903554367,10.125013011678648,11.535875945890327,6.703799415658199,3.5261809163691393,19.602336582000706,7.907883629730153,17.059369282222338,14.203573154275857,3.8808570206726234,4.63687375911622,13.395912183948314,13.535296639046004,8.907285578309649,5.659404582285444,14.141642459325332,16.187558454928674,18.451380134772798,18.98516389234953,5.432706445974474,9.019012225682705,6.0966706001081725,13.410307790813182,18.92423831333662,13.384052843174665,9.65805891385185,2.565938949041763,6.67606353443148,5.461721001647816,10.92465180233771,5.5864854006238795,17.324515851392935
D5,17.059423956683826,8.529865378150138,23.3727394304265,14.928500903554367,0.0,5.0101208522614655,4.983426392556904,8.529753890113547,15.030286300518961,7.080751862863954,7.0806495330939985,3.540381306586278,4.491566227310611,11.297487762543089,11.833951787225548,4.552211982306593,5.393118357784218,6.353042438925408,16.289447732450885,5.962708198498202,1.9888310523978032,7.710252961206789,4.757081999408054,17.029263352406034,6.27249955698418,13.268018005792385,4.88914751943621,6.345342778278,1.7617679869014922,5.623652174016944,14.690426339191909,15.553460403094498,19.926317552767866,6.030823220954794,13.96414528684921,3.6124436002476075
D6,12.061419131918619,12.78057640009881,18.455857084764123,10.125013011678648,5.0101208522614655,0.0,4.469307598846124,3.5403152423860726,10.020165448755519,11.208964911119825,2.2346198094900904,7.926979954353328,6.465852493000202,6.787074950930255,6.826475630134953,5.856157645077215,4.509531295098707,1.3446534872289042,12.442506321769478,5.329219626776497,6.066365766019964,10.99962089409146,8.871132471218077,12.041637324603464,3.039584735599824,8.392725626920075,6.1106148759567755,10.450865493437973,3.8473248420850505,0.6633914566258073,10.287187839731729,10.695311733591417,15.347683615499143,4.971729404254064,9.038576797453974,8.118210502280805
D7,14.355015782790085,9.641787336462093,20.040080111229376,11.535875945890327,4.983426392556904,4.469307598846124,0.0,6.534187557338389,12.683047114069163,8.081837594016017,5.010130381207292,5.704491211685438,2.689230263067342,7.658129247251911,9.82131195155161,1.8862751441257792,8.199854354011597,5.274376506540221,11.703643179733728,9.008835801270747,6.9298842648939,7.198813186858315,9.735587775055102,14.970719613133985,2.7063985537652897,11.926006731833445,1.9784132957983505,7.391803599374107,3.285902287363792,4.999879635244797,10.652910151258304,14.169259682501153,15.937665543910734,1.0489164369578579,12.393811948845043,5.996460737419
D8,8.52967006737673,15.853902412656154,14.928352901676044,6.703799415658199,8.529753890113547,3.5403152423860726,6.534187557338389,0.0,6.534125229453308,14.26850932820014,1.5853873746525884,11.208904427417512,9.086946782876957,3.914528970310434,3.4080802641876438,8.336304326526266,6.964150371826659,2.237791859231523,9.927284692316551,7.648114594916823,9.576035753206229,13.688148847136114,12.313440324756662,8.66075772465171,3.909433814634383,5.391982404808487,8.491218167199142,13.526936343871059,7.206775214147094,2.997318300113104,7.291067588244899,7.642662493443662,12.066136443717648,6.472162537350517,5.879804898621936,11.430924283491859
D9,2.2345978389372716,22.251176036916494,8.938331587480612,3.5261809163691393,15.030286300518961,10.020165448755519,12.683047114069163,6.534125229453308,0.0,20.67006628247762,8.0818115456522,17.721364332926665,15.351790209696857,5.790731384274295,3.2132471798336333,14.561685338114122,12.387238914278225,8.678049976429552,9.18477412756053,12.833617477931382,15.90904046422055,19.866594744376204,18.47803163727632,2.3706743461413207,9.98168771582888,3.1370882224657772,14.65658197864332,19.943377561548992,13.740576823369798,9.416786057803588,6.038792615082072,3.1555969567089073,7.946308155837069,12.329520272416012,2.3877373907953103,17.950511678523
D10,22.417663541628123,1.585393084717427,28.07789580582951,19.602336582000706,7.080751862863954,11.208964911119825,8.081837594016017,14.26850932820014,20.67006628247762,0.0,12.683121953756688,3.54037055632644,5.399888308184061,15.721480216629681,17.66648592100847,6.207750296909177,12.454290653131329,12.456795534683275,19.008628589610122,12.96535453083045,8.036324308507323,2.288139811760568,8.816139224633686,22.90009323599835,10.724907380596205,19.534617274930977,6.1987169047026835,0.7604880352869013,7.434354515889765,11.8716911697377,18.530811243080063,21.832613210270136,23.746602483576762,8.700267513269157,20.1135851292843,3.4940356224757254
