,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,C1,C2,C3,C4,C5,C6,C7,C8,C9
D1,0.0,23.988358838178744,6.703733748601222,3.540316093988652,17.059423956683826,12.061419131918619,14.355015782790085,8.52967006737673,2.2345978389372716,22.417663541628123,10.020121740995846,19.602398863908366,18.322552943403853,5.507643743880649,4.076725986882143,4.4684084310437,17.678784557213092,14.26610760159619,3.01609698582137,7.481657278387168,19.56999581620698
D2,23.988358838178744,0.0,29.602994074877213,21.144437480046516,8.529865378150138,12.78057640009881,9.641787336462093,15.853902412656154,22.251176036916494,1.585393084717427,14.26851503826498,5.0101600533448165,14.403634184173606,20.40713073217303,21.272555266040843,20.091132858422167,14.759004325693969,10.644068642047717,21.81710071476297,20.438642079407675,4.942696768662707
D3,6.703733748601222,29.602994074877213,0.0,8.529555090606435,23.3727394304265,18.455857084764123,20.040080111229376,14.928352901676044,8.938331587480612,28.07789580582951,16.296719733009912,25.5889243702282,25.02613838548115,12.189026280195364,10.760350300566474,9.556764865879043,24.382304798446796,20.577825185336152,9.714433488675093,9.981577138726264,24.888159702887073
D4,3.540316093988652,21.144437480046516,8.529555090606435,0.0,14.928500903554367,10.125013011678648,11.535875945890327,6.703799415658199,3.5261809163691393,19.602336582000706,7.907883629730153,17.059369282222338,17.479548671688107,5.906480734077468,4.834170226532474,1.0604317014682485,16.90832906031486,12.15279927116486,4.028580083308796,4.309995583204721,16.53111236331626
D5,17.059423956683826,8.529865378150138,23.3727394304265,14.928500903554367,0.0,5.0101208522614655,4.983426392556904,8.529753890113547,15.030286300518961,7.080751862863954,7.0806495330939985,3.540381306586278,7.071130529697293,12.601501411233063,13.697572211368573,13.977992118478088,7.1526497645994995,2.799358147351459,14.444757309056037,15.801673905521339,6.820469749464406
D6,12.061419131918619,12.78057640009881,18.455857084764123,10.125013011678648,5.0101208522614655,0.0,4.469307598846124,3.5403152423860726,10.020165448755519,11.208964911119825,2.2346198094900904,7.926979954353328,8.331036442092973,7.700263061671469,8.721175894947272,9.243262856338724,7.963228709838099,2.2548543608292633,9.439981980573029,11.692975083517736,9.426554811257823
D7,14.355015782790085,9.641787336462093,20.040080111229376,11.535875945890327,4.983426392556904,4.469307598846124,0.0,6.534187557338389,12.683047114069163,8.081837594016017,5.010130381207292,5.704491211685438,11.297566467022262,11.204046086429281,11.873763327574,10.491154586517597,11.155012702840278,3.661682942660545,12.307071654089382,11.421525429708492,5.3868362117612625
D8,8.52967006737673,15.853902412656154,14.928352901676044,6.703799415658199,8.529753890113547,3.5403152423860726,6.534187557338389,0.0,6.534125229453308,14.26850932820014,1.5853873746525884,11.208904427417512,10.959105318902218,4.670035647315421,5.418933828840894,5.909275731665381,10.444779519480193,5.737912364375531,6.0097606116038,8.948673672027397,11.91628081393667
D9,2.2345978389372716,22.251176036916494,8.938331587480612,3.5261809163691393,15.030286300518961,10.020165448755519,12.683047114069163,6.534125229453308,0.0,20.67006628247762,8.0818115456522,17.721364332926665,16.08803184175781,3.3007042777749684,1.8809166798787469,4.0188961683015245,15.44429927586188,12.255046924802386,0.8035627654065182,7.835568035652739,18.00403190142965
D10,22.417663541628123,1.585393084717427,28.07789580582951,19.602336582000706,7.080751862863954,11.208964911119825,8.081837594016017,14.26850932820014,20.67006628247762,0.0,12.683121953756688,3.54037055632644,13.270519460037846,18.824597703808116,19.687169826637977,18.551528372207006,13.576929541800721,9.090523884168702,20.2330865311991,19.00924458495435,3.683200782849787
D11,10.020121740995846,14.26851503826498,16.296719733009912,7.907883629730153,7.0806495330939985,2.2346198094900904,5.010130381207292,1.5853873746525884,8.0818115456522,12.683121953756688,0.0,9.641813315442848,10.306144205043914,6.217085259620902,7.00423561919969,7.012275873509571,9.866369973977756,4.2824817134756215,7.5817500323564255,9.551124957710291,10.37400782122984
D12,19.602398863908366,5.0101600533448165,25.5889243702282,17.059369282222338,3.540381306586278,7.926979954353328,5.704491211685438,11.208904427417512,17.721364332926665,3.54037055632644,9.641813315442848,0.0,10.025941450415015,15.622027473985654,16.585240324387943,16.03863831813435,10.257311570598736,5.7186421812980575,17.218610848019356,17.116903487202652,4.184279350895944
C1,18.322552943403853,14.403634184173606,25.02613838548115,17.479548671688107,7.071130529697293,8.331036442092973,11.297566467022262,10.959105318902218,16.08803184175781,13.270519460037846,10.306144205043914,10.025941450415015,0.0,12.880563193901125,14.292582993502542,16.80231474782383,0.7139139706368193,7.703531354174318,15.317945623277266,19.825925604763555,13.838755726755412
C2,5.507643743880649,20.40713073217303,12.189026280195364,5.906480734077468,12.601501411233063,7.700263061671469,11.204046086429281,4.670035647315421,3.3007042777749684,18.824597703808116,6.217085259620902,15.622027473985654,12.880563193901125,0.0,1.4310675091925127,5.840356455238757,12.221374020794308,9.942418291195326,2.4997229601803275,9.86674874504109,16.58401780402464
C3,4.076725986882143,21.272555266040843,10.760350300566474,4.834170226532474,13.697572211368573,8.721175894947272,11.873763327574,5.418933828840894,1.8809166798787469,19.687169826637977,7.00423561919969,16.585240324387943,14.292582993502542,1.4310675091925127,0.0,4.97516624909028,13.637993625671573,10.976027535155982,1.0773574149507494,9.001843296187339,17.25628324277402
C4,4.4684084310437,20.091132858422167,9.556764865879043,1.0604317014682485,13.977992118478088,9.243262856338724,10.491154586517597,5.909275731665381,4.0188961683015245,18.551528372207006,7.012275873509571,16.03863831813435,16.80231474782383,5.840356455238757,4.97516624909028,0.0,16.252728679272707,11.21779601302097,4.3527699962183055,4.039476320587606,15.470867007836919
C5,17.678784557213092,14.759004325693969,24.382304798446796,16.90832906031486,7.1526497645994995,7.963228709838099,11.155012702840278,10.444779519480193,15.44429927586188,13.576929541800721,9.866369973977756,10.257311570598736,0.7139139706368193,12.221374020794308,13.637993625671573,16.252728679272707,0.0,7.518502308231354,14.66982441074478,19.348847752060284,13.963363212045055
C6,14.26610760159619,10.644068642047717,20.577825185336152,12.15279927116486,2.799358147351459,2.2548543608292633,3.661682942660545,5.737912364375531,12.255046924802386,9.090523884168702,4.2824817134756215,5.7186421812980575,7.703531354174318,9.942418291195326,10.976027535155982,11.21779601302097,7.518502308231354,0.0,11.687432012824194,13.259112139439427,7.716846388304712
C7,3.01609698582137,21.81710071476297,9.714433488675093,4.028580083308796,14.444757309056037,9.439981980573029,12.307071654089382,6.0097606116038,0.8035627654065182,20.2330865311991,7.5817500323564255,17.218610848019356,15.317945623277266,2.4997229601803275,1.0773574149507494,4.3527699962183055,14.66982441074478,11.687432012824194,0.0,8.300369945765567,17.66231852974802
C8,7.481657278387168,20.438642079407675,9.981577138726264,4.309995583204721,15.801673905521339,11.692975083517736,11.421525429708492,8.948673672027397,7.835568035652739,19.00924458495435,9.551124957710291,17.116903487202652,19.825925604763555,9.86674874504109,9.001843296187339,4.039476320587606,19.348847752060284,13.259112139439427,8.300369945765567,0.0,15.540981604528188
